Msg::1::78.7717::void  Msg() {
compute_candidates::105::547.9604::            qsort(gp_ba_candidates, g_bm_count, sizeof(base_address_candidate), candidate_compare_func);
compute_candidates::106::369.3596::            debug("Found %d candidates !\n", gp_ba_candidates_index);
compute_candidates::107::383.9564::            for (i=0; i<gp_ba_candidates_index; i++)
compute_candidates::108::115.8476::            {
compute_candidates::109::837.6441::                debug("Found candidate address %016lx (votes: %d, position: %d)\n", gp_ba_candidates[i].address, gp_ba_candidates[i].votes, i+1);
compute_candidates::110::114.2636::            }
compute_candidates::111::134.9592::            if (!g_deepmode)
compute_candidates::113::534.4821::                for (i=max_votes;i>=0;i--)
compute_candidates::114::177.0377::                {
compute_candidates::115::343.8321::                    g_bm_kept = 0;
compute_candidates::116::521.2549::                    for (j=0;j<g_bm_count;j++)
compute_candidates::117::201.6758::                    {
compute_candidates::118::492.9790::                        if (gp_ba_candidates[j].votes >= i)
compute_candidates::119::242.2797::                        {
compute_candidates::120::377.8985::                            g_bm_kept++;
compute_candidates::121::235.4446::                        }
compute_candidates::122::198.9693::                    }
compute_candidates::123::372.2316::                    if (g_bm_kept>=30)
compute_candidates::124::204.7925::                    {
compute_candidates::125::373.5859::                        max_votes = i+1;
compute_candidates::126::277.6299::                        break;
compute_candidates::127::205.0152::                    }
compute_candidates::128::173.7680::                }
compute_candidates::129::141.7870::            }
compute_candidates::130::143.1487::            else
compute_candidates::131::141.6301::            {
compute_candidates::132::448.6540::                g_bm_kept = gp_ba_candidates_index;
compute_candidates::133::118.4992::                max_votes = 0;
compute_candidates::134::223.3545::            }            
compute_candidates::135::507.0530::            info("Keep %d candidates with max vote=%d\n", g_bm_kept, max_votes);
compute_candidates::136::138.4861::            /*
compute_candidates::137::313.6420::             * Loop on candidate base addresses and check if arrays of values may
compute_candidates::138::325.6885::             * point to known point of interests (text strings or other arrays).
compute_candidates::139::132.8885::             * 
compute_candidates::140::322.8318::             * This method gives good results when at least one array contains a
compute_candidates::141::238.1838::             * list of pointers to text strings.
compute_candidates::142::131.6328::             */
compute_candidates::143::274.5800::            /* Allocate memory for our score table. */
compute_candidates::144::551.5130::            p_scores = (score_entry_t*)malloc(sizeof(score_entry_t) * g_bm_kept);
compute_candidates::145::161.6787::            z=0;
compute_candidates::146::234.2716::            if (p_scores != NULL)
compute_candidates::147::114.8529::            {
compute_candidates::148::502.6000::                memset(p_scores, 0, sizeof(score_entry_t)*g_bm_kept);
compute_candidates::149::383.6968::                /* Compute the number of candidates each thread is going to check. */
compute_candidates::150::345.8688::                z = g_bm_kept / g_nb_threads;
compute_candidates::151::345.2003::                /* Allocate some space to store the threads id. */
compute_candidates::152::544.8922::                p_threads = (pthread_t *)malloc(sizeof(pthread_t) * g_nb_threads);
compute_candidates::153::726.9273::                p_threads_params = (parallel_params_t *)malloc(sizeof(parallel_params_t) * g_nb_threads);
compute_candidates::154::470.2502::                if ((p_threads != NULL) && (p_threads_params != NULL))
compute_candidates::155::147.9779::                {
compute_candidates::156::550.0946::                    memset(p_threads, 0, sizeof(pthread_t) * g_nb_threads);
compute_candidates::157::619.0482::                    memset(p_threads_params, 0, sizeof(parallel_params_t) * g_nb_threads);
compute_candidates::158::298.0390::                    g_bm_processed = 0;
compute_candidates::159::423.7026::                    info("Starting %d threads ...\n", g_nb_threads);
compute_candidates::160::341.1245::                    /* Create `g_nb_threads`. */
compute_candidates::161::437.5537::                    for (i=0; i<g_nb_threads; i++)
compute_candidates::162::184.0810::                    {
compute_candidates::163::483.3433::                        p_threads_params[i].p_scores = p_scores;
compute_candidates::164::548.2199::                        p_threads_params[i].p_poi_list = p_poi_list;
compute_candidates::165::459.6764::                        p_threads_params[i].p_candidates = p_candidates;
compute_candidates::166::538.5135::                        p_threads_params[i].arch = g_target_arch;
compute_candidates::167::543.4697::                        p_threads_params[i].endian = g_target_endian;
compute_candidates::168::461.7510::                        p_threads_params[i].content = gp_content;
compute_candidates::169::549.7848::                        p_threads_params[i].ui_content_size = g_content_size;
compute_candidates::170::476.6974::                        p_threads_params[i].lock = &deep_lock;
compute_candidates::171::463.3126::                        p_threads_params[i].start = i*z;
compute_candidates::172::421.7335::                        p_threads_params[i].count = z;
compute_candidates::173::440.2706::                        if (i == (g_nb_threads - 1))
compute_candidates::174::227.5212::                        {
compute_candidates::175::518.0968::                            if ((i*z + z) < g_bm_kept)
compute_candidates::176::268.6962::                            {
compute_candidates::177::794.8373::                                p_threads_params[i].count = g_bm_kept -   p_threads_params[i].start;
compute_candidates::178::240.2217::                            }
compute_candidates::179::244.0601::                        }
compute_candidates::180::1148.6722::                        info("Thread #%d will cover %d to %d\n", i, p_threads_params[i].start, p_threads_params[i].start+p_threads_params[i].count);
compute_candidates::181::308.0058::                        pthread_create(
compute_candidates::182::379.9752::                            &p_threads[i],
compute_candidates::183::302.5558::                            NULL,
compute_candidates::184::384.3703::                            parallel_refine_candidates,
compute_candidates::185::485.7870::                            (void *)&p_threads_params[i]
compute_candidates::186::232.7768::                        );
compute_candidates::187::188.0028::                    }
compute_candidates::188::390.8441::                    /* Wait for these threads to finish. */
compute_candidates::189::498.0531::                    for (i=0; i<g_nb_threads; i++)
compute_candidates::190::196.9986::                    {
compute_candidates::191::506.4117::                        pthread_join(p_threads[i], NULL);
compute_candidates::192::195.5263::                    }
compute_candidates::193::306.0726::                    progress_bar_done();
compute_candidates::194::171.9416::                    max_address = g_max_address;
compute_candidates::195::369.4427::                    /* Free pthreads. */
compute_candidates::196::329.5096::                    free(p_threads);
compute_candidates::197::348.6776::                    free(p_threads_params);
compute_candidates::198::163.9911::                }
compute_candidates::199::164.9054::                else
compute_candidates::200::163.5907::                {
compute_candidates::201::451.3418::                    error("Cannot allocate memory for multi-threaded search.");
compute_candidates::202::160.3268::                }
compute_candidates::203::499.8896::                info("Best match based on pointers count: %016lx\n", max_address);
compute_candidates::204::391.6694::                /* Check if we have a single candidate with valid array. */
compute_candidates::205::209.1476::                count = 0;
compute_candidates::206::426.6831::                for (i=0; i<g_bm_kept; i++)
compute_candidates::207::158.0412::                {
compute_candidates::208::464.3743::                    if (p_scores[i].has_valid_array > 0)
compute_candidates::209::196.8852::                    {
compute_candidates::210::270.3919::                        count++;
compute_candidates::211::197.0369::                    }
compute_candidates::212::169.2236::                }
compute_candidates::213::272.5481::                if (count == 1)
compute_candidates::214::162.9337::                {
compute_candidates::215::371.5960::                    for (i=0; i<g_bm_kept; i++)
compute_candidates::216::217.9393::                    {
compute_candidates::217::541.0117::                        if (p_scores[i].has_valid_array > 0)
compute_candidates::218::238.4014::                        {
compute_candidates::219::514.5494::                            max_address = p_scores[i].base_address;
compute_candidates::220::290.0705::                            break;
compute_candidates::221::229.1822::                        }
compute_candidates::222::201.1554::                    }
compute_candidates::223::346.1169::                    /* Display 100% matching address. */
compute_candidates::224::375.7148::                    if (g_target_arch == ARCH_64)
compute_candidates::225::666.6891::                        printf("[i] Base address found (valid array): 0x%016lx.\n", max_address);
compute_candidates::226::194.2751::                    else
compute_candidates::227::797.0832::                        printf("[i] Base address found (valid array): 0x%08x.\n", (uint32_t)max_address);
compute_candidates::228::160.6448::                }
compute_candidates::229::167.7816::                else
compute_candidates::230::168.5700::                {
compute_candidates::231::463.1350::                    /* Check if g_bm_address == max_address. */
compute_candidates::232::363.7175::                    if (g_bm_address == max_address)
compute_candidates::233::206.8730::                    {
compute_candidates::234::403.2153::                        /* Display 100% matching address. */
compute_candidates::235::419.7913::                        if (g_target_arch == ARCH_64)
compute_candidates::236::685.4150::                            printf("[i] Base address found: 0x%016lx.\n", g_bm_address);
compute_candidates::237::218.2642::                        else
compute_candidates::238::770.9865::                            printf("[i] Base address found: 0x%08x.\n", (uint32_t)g_bm_address);
compute_candidates::239::186.6045::                    }
compute_candidates::240::406.3215::                    else if (max_address != 0xFFFFFFFFFFFFFFFF)
compute_candidates::241::209.7231::                    {   
compute_candidates::242::403.9929::                        if (g_target_arch == ARCH_64)
compute_candidates::243::730.1940::                            printf("[i] Base address seems to be 0x%016lx (not sure).\n", max_address);
compute_candidates::244::226.4148::                        else
compute_candidates::245::837.6876::                            printf("[i] Base address seems to be 0x%08x (not sure).\n", (uint32_t)max_address);
compute_candidates::246::194.9353::                    }
compute_candidates::247::52.2629::                    else
compute_candidates::248::202.1177::                    {
compute_candidates::249::412.3021::                        if (g_target_arch == ARCH_64)
compute_candidates::250::734.5150::                            printf("[i] Base address seems to be 0x%016lx (not sure).\n", g_bm_address);
compute_candidates::251::218.7441::                        else
compute_candidates::252::796.6873::                            printf("[i] Base address seems to be 0x%08x (not sure).\n", (uint32_t)g_bm_address);
compute_candidates::253::180.5925::                    }
compute_candidates::254::152.3548::                }
compute_candidates::255::250.7069::                /* Sort remaining candidates. */
compute_candidates::256::575.0845::                qsort(p_scores, g_bm_kept, sizeof(score_entry_t), score_compare_func);
compute_candidates::257::493.2864::                /* Tell the user he/she should use the -m/--more to get all the candidates. */
compute_candidates::258::425.0822::                if ((nb_candidates > 0) && (g_bm_kept > 1))
compute_candidates::259::154.4650::                {
compute_candidates::260::455.8667::                    printf(" More base addresses to consider (just in case):\n");
compute_candidates::261::633.1733::                    for (i=0; i<((g_bm_kept>30)?30:g_bm_kept); i++)
compute_candidates::262::160.9353::                    {
compute_candidates::263::756.1221::                        if ((p_scores[i].base_address != max_address) && (p_scores[i].score > 0))
compute_candidates::264::223.0354::                        {
compute_candidates::265::432.8214::                            if (g_target_arch == ARCH_64)
compute_candidates::266::1046.4387::                                printf("  0x%016lx (%f)\n", p_scores[i].base_address, (float)p_scores[i].score/p_scores[0].score);
compute_candidates::267::251.9628::                            else
compute_candidates::268::1116.0314::                                printf("  0x%08x (%.02f)\n", (uint32_t)p_scores[i].base_address, (float)p_scores[i].score/p_scores[0].score);
compute_candidates::269::215.2139::                        }
compute_candidates::270::187.4942::                    }
compute_candidates::271::160.1411::                }
compute_candidates::272::127.1676::            }
compute_candidates::273::132.5635::            else
compute_candidates::274::126.5582::            {
compute_candidates::275::380.3451::                error("Cannot evaluate, low memory !\n");
compute_candidates::276::126.3684::            }
compute_candidates::277::234.6037::            /* Free scores. */
compute_candidates::278::239.4672::            free(p_scores);
compute_candidates::279::92.3881::        }
compute_candidates::280::59.9701::    }
compute_candidates::281::40.2582::    else
